# Game Session ID 
145 
### Session Start ### 
# Game ID 
0 
# Begin play Date and Time 
 7 / 5 / 2013    14:9:19 
# With Fead back 
 True  
# With Visible Trajectory 
 False  
### Game start ### 
 # Trajectory par ball 
 Ball 0                               	 Ball 1                               	 Ball 2                               	 Ball 3                               	 Ball 4                               	 Ball 5                               	 Ball 6                               	 Ball 7                               	
 -7.589997 26.690472 5.015489 	 -5.770003 26.690472 4.628328 	 0.750000 26.690472 5.611121 	                    	                    	                    	                    	                    	
 -7.599997 26.595915 5.055189 	 -5.800003 26.595915 4.656966 	 0.750000 26.595915 5.667839 	                    	                    	                    	                    	                    	
 -7.609997 26.501356 5.094688 	 -5.830003 26.501356 4.685404 	 0.750000 26.501356 5.724357 	                    	                    	                    	                    	                    	
 -7.619997 26.406799 5.133988 	 -5.860003 26.406799 4.713642 	 0.750000 26.406799 5.780674 	                    	                    	                    	                    	                    	
 -7.629997 26.312241 5.173088 	 -5.890003 26.312241 4.741680 	 0.750000 26.312241 5.836792 	                    	                    	                    	                    	                    	
 -7.639997 26.217682 5.211987 	 -5.920002 26.217682 4.769517 	 0.750000 26.217682 5.892710 	                    	                    	                    	                    	                    	
 -7.649997 26.123125 5.250687 	 -5.950003 26.123125 4.797155 	 0.750000 26.123125 5.948428 	                    	                    	                    	                    	                    	
 -7.659997 26.028568 5.289186 	 -5.980002 26.028568 4.824594 	 0.750000 26.028568 6.003945 	                    	                    	                    	                    	                    	
 -7.669997 25.934010 5.327486 	 -6.010003 25.934010 4.851831 	 0.750000 25.934010 6.059263 	                    	                    	                    	                    	                    	
 -7.679997 25.839451 5.365586 	 -6.040002 25.839451 4.878869 	 0.750000 25.839451 6.114381 	                    	                    	                    	                    	                    	
 -7.689997 25.744894 5.403486 	 -6.070003 25.744894 4.905707 	 0.750000 25.744894 6.169299 	                    	                    	                    	                    	                    	
 -7.699997 25.650335 5.441185 	 -6.100002 25.650335 4.932345 	 0.750000 25.650335 6.224016 	                    	                    	                    	                    	                    	
 -7.709997 25.555779 5.478685 	 -6.130002 25.555779 4.958783 	 0.750000 25.555779 6.278534 	                    	                    	                    	                    	                    	
 -7.719997 25.461220 5.515985 	 -6.160002 25.461220 4.985021 	 0.750000 25.461220 6.332851 	                    	                    	                    	                    	                    	
 -7.729997 25.366661 5.553084 	 -6.190002 25.366661 5.011059 	 0.750000 25.366661 6.386970 	                    	                    	                    	                    	                    	
 -7.739997 25.272104 5.589984 	 -6.220002 25.272104 5.036897 	 0.750000 25.272104 6.440887 	                    	                    	                    	                    	                    	
 -7.749997 25.177546 5.626684 	 -6.250002 25.177546 5.062535 	 0.750000 25.177546 6.494605 	                    	                    	                    	                    	                    	
 -7.759997 25.082989 5.663183 	 -6.280002 25.082989 5.087973 	 0.750000 25.082989 6.548122 	                    	                    	                    	                    	                    	
 -7.769997 24.988430 5.699483 	 -6.310002 24.988430 5.113211 	 0.750000 24.988430 6.601440 	                    	                    	                    	                    	                    	
 -7.779997 24.893873 5.735583 	 -6.340002 24.893873 5.138248 	 0.750000 24.893873 6.654558 	                    	                    	                    	                    	                    	
 -7.789997 24.799314 5.771482 	 -6.370002 24.799314 5.163086 	 0.750000 24.799314 6.707476 	                    	                    	                    	                    	                    	
 -7.799997 24.704758 5.807182 	 -6.400002 24.704758 5.187725 	 0.750000 24.704758 6.760193 	                    	                    	                    	                    	                    	
 -7.809997 24.610199 5.842681 	 -6.430002 24.610199 5.212162 	 0.750000 24.610199 6.812711 	                    	                    	                    	                    	                    	
 -7.819997 24.515640 5.877981 	 -6.460002 24.515640 5.236400 	 0.750000 24.515640 6.865029 	                    	                    	                    	                    	                    	
 -7.829997 24.421083 5.913081 	 -6.490002 24.421083 5.260438 	 0.750000 24.421083 6.917147 	                    	                    	                    	                    	                    	
 -7.839997 24.326525 5.947981 	 -6.520002 24.326525 5.284276 	 0.750000 24.326525 6.969064 	                    	                    	                    	                    	                    	
 -7.849997 24.231968 5.982680 	 -6.550002 24.231968 5.307914 	 0.750000 24.231968 7.020782 	                    	                    	                    	                    	                    	
 -7.859997 24.137409 6.017180 	 -6.580002 24.137409 5.331352 	 0.750000 24.137409 7.072300 	                    	                    	                    	                    	                    	
 -7.869997 24.042852 6.051480 	 -6.610002 24.042852 5.354590 	 0.750000 24.042852 7.123618 	                    	                    	                    	                    	                    	
 -7.879997 23.948294 6.085579 	 -6.640002 23.948294 5.377628 	 0.750000 23.948294 7.174735 	                    	                    	                    	                    	                    	
 -7.889997 23.853737 6.119479 	 -6.670002 23.853737 5.400466 	 0.750000 23.853737 7.225653 	                    	                    	                    	                    	                    	
 -7.899997 23.759178 6.153179 	 -6.700002 23.759178 5.423104 	 0.750000 23.759178 7.276371 	                    	                    	                    	                    	                    	
 -7.909997 23.664619 6.186678 	 -6.730002 23.664619 5.445541 	 0.750000 23.664619 7.326889 	                    	                    	                    	                    	                    	
 -7.919997 23.570063 6.219978 	 -6.760002 23.570063 5.467780 	 0.750000 23.570063 7.377206 	                    	                    	                    	                    	                    	
 -7.929997 23.475506 6.253078 	 -6.790002 23.475506 5.489818 	 0.750000 23.475506 7.427324 	                    	                    	                    	                    	                    	
 -7.939997 23.380947 6.285977 	 -6.820002 23.380947 5.511655 	 0.750000 23.380947 7.477242 	                    	                    	                    	                    	                    	
 -7.949997 23.286388 6.318677 	 -6.850002 23.286388 5.533293 	 0.750000 23.286388 7.526959 	                    	                    	                    	                    	                    	
 -7.959997 23.191832 6.351177 	 -6.880002 23.191832 5.554731 	 0.750000 23.191832 7.576477 	                    	                    	                    	                    	                    	
 -7.969997 23.097273 6.383476 	 -6.910002 23.097273 5.575969 	 0.750000 23.097273 7.625795 	                    	                    	                    	                    	                    	
 -7.979997 23.002716 6.415576 	 -6.940001 23.002716 5.597007 	 0.750000 23.002716 7.674912 	                    	                    	                    	                    	                    	
 -7.989997 22.908157 6.447475 	 -6.970002 22.908157 5.617845 	 0.750000 22.908157 7.723830 	                    	                    	                    	                    	                    	
 -7.999997 22.813599 6.479176 	 -7.000001 22.813599 5.638483 	 0.750000 22.813599 7.772548 	                    	                    	                    	                    	                    	
 -8.009996 22.719042 6.510675 	 -7.030002 22.719042 5.658921 	 0.750000 22.719042 7.821066 	                    	                    	                    	                    	                    	
 -8.019997 22.624485 6.541975 	 -7.060001 22.624485 5.679159 	 0.750000 22.624485 7.869383 	                    	                    	                    	                    	                    	
 -8.029997 22.529926 6.573074 	 -7.090002 22.529926 5.699197 	 0.750000 22.529926 7.917501 	                    	                    	                    	                    	                    	
 -8.039997 22.435368 6.603974 	 -7.120001 22.435368 5.719035 	 0.750000 22.435368 7.965419 	                    	                    	                    	                    	                    	
 -8.049996 22.340811 6.634674 	 -7.150002 22.340811 5.738673 	 0.750000 22.340811 8.013137 	                    	                    	                    	                    	                    	
 -8.059997 22.246252 6.665174 	 -7.180001 22.246252 5.758111 	 0.750000 22.246252 8.060655 	                    	                    	                    	                    	                    	
 -8.069997 22.151695 6.695473 	 -7.210001 22.151695 5.777349 	 0.750000 22.151695 8.107972 	                    	                    	                    	                    	                    	
 -8.079997 22.057137 6.725573 	 -7.240001 22.057137 5.796387 	 0.750000 22.057137 8.155089 	                    	                    	                    	                    	                    	
 -8.089996 21.962578 6.755472 	 -7.270001 21.962578 5.815225 	 0.750000 21.962578 8.202007 	                    	                    	                    	                    	                    	
 -8.099997 21.868021 6.785172 	 -7.300001 21.868021 5.833862 	 0.750000 21.868021 8.248725 	                    	                    	                    	                    	                    	
 -8.109997 21.773464 6.814672 	 -7.330001 21.773464 5.852300 	 0.750000 21.773464 8.295243 	                    	                    	                    	                    	                    	
 -8.119997 21.678905 6.843971 	 -7.360001 21.678905 5.870538 	 0.750000 21.678905 8.341560 	                    	                    	                    	                    	                    	
 -8.129996 21.584347 6.873071 	 -7.390001 21.584347 5.888576 	 0.750000 21.584347 8.387678 	                    	                    	                    	                    	                    	
 -8.139997 21.489790 6.901971 	 -7.420001 21.489790 5.906414 	 0.750000 21.489790 8.433597 	                    	                    	                    	                    	                    	
 -8.149997 21.395231 6.930670 	 -7.450001 21.395231 5.924052 	 0.750000 21.395231 8.479314 	                    	                    	                    	                    	                    	
 -8.159997 21.300674 6.959170 	 -7.480001 21.300674 5.941490 	 0.750000 21.300674 8.524832 	                    	                    	                    	                    	                    	
 -8.169996 21.206116 6.987470 	 -7.510001 21.206116 5.958728 	 0.750000 21.206116 8.570149 	                    	                    	                    	                    	                    	
 -8.179996 21.111557 7.015570 	 -7.540001 21.111557 5.975766 	 0.750000 21.111557 8.615267 	                    	                    	                    	                    	                    	
 -8.189997 21.017000 7.043469 	 -7.570001 21.017000 5.992604 	 0.750000 21.017000 8.660185 	                    	                    	                    	                    	                    	
 -8.199997 20.922443 7.071169 	 -7.600001 20.922443 6.009242 	 0.750000 20.922443 8.704903 	                    	                    	                    	                    	                    	
 -8.209996 20.827885 7.098669 	 -7.630001 20.827885 6.025680 	 0.750000 20.827885 8.749420 	                    	                    	                    	                    	                    	
 -8.219996 20.733326 7.125968 	 -7.660001 20.733326 6.041918 	 0.750000 20.733326 8.793738 	                    	                    	                    	                    	                    	
 -8.229997 20.638769 7.153068 	 -7.690001 20.638769 6.057956 	 0.750000 20.638769 8.837855 	                    	                    	                    	                    	                    	
 -8.239997 20.544212 7.179967 	 -7.720001 20.544212 6.073793 	 0.750000 20.544212 8.881773 	                    	                    	                    	                    	                    	
 -8.249996 20.449654 7.206667 	 -7.750001 20.449654 6.089432 	 0.750000 20.449654 8.925491 	                    	                    	                    	                    	                    	
 -8.259996 20.355095 7.233167 	 -7.780001 20.355095 6.104869 	 0.750000 20.355095 8.969009 	                    	                    	                    	                    	                    	
 -8.269997 20.260536 7.259467 	 -7.810001 20.260536 6.120108 	 0.750000 20.260536 9.012327 	                    	                    	                    	                    	                    	
 -8.279997 20.165977 7.285566 	 -7.840001 20.165977 6.135146 	 0.750000 20.165977 9.055445 	                    	                    	                    	                    	                    	
 -8.289996 20.071421 7.311466 	 -7.870001 20.071421 6.149983 	 0.750000 20.071421 9.098362 	                    	                    	                    	                    	                    	
 -8.299996 19.976864 7.337166 	 -7.900001 19.976864 6.164621 	 0.750000 19.976864 9.141080 	                    	                    	                    	                    	                    	
 -8.309997 19.882305 7.362666 	 -7.930001 19.882305 6.179060 	 0.750000 19.882305 9.183598 	                    	                    	                    	                    	                    	
 -8.319997 19.787746 7.387965 	 -7.960001 19.787746 6.193297 	 0.750000 19.787746 9.225916 	                    	                    	                    	                    	                    	
 -8.329996 19.693190 7.413065 	 -7.990001 19.693190 6.207335 	 0.750000 19.693190 9.268033 	                    	                    	                    	                    	                    	
 -8.339996 19.598633 7.437964 	 -8.020000 19.598633 6.221173 	 0.750000 19.598633 9.309951 	                    	                    	                    	                    	                    	
 -8.349997 19.504074 7.462664 	 -8.050001 19.504074 6.234811 	 0.750000 19.504074 9.351668 	                    	                    	                    	                    	                    	
 -8.359997 19.409515 7.487164 	 -8.080001 19.409515 6.248249 	 0.750000 19.409515 9.393187 	                    	                    	                    	                    	                    	
 -8.369996 19.314959 7.511464 	 -8.110001 19.314959 6.261487 	 0.750000 19.314959 9.434505 	                    	                    	                    	                    	                    	
 -8.379996 19.220400 7.535563 	 -8.140000 19.220400 6.274525 	 0.750000 19.220400 9.475622 	                    	                    	                    	                    	                    	
 -8.389997 19.125843 7.559463 	 -8.170001 19.125843 6.287363 	 0.750000 19.125843 9.516540 	                    	                    	                    	                    	                    	
 -8.399997 19.031284 7.583163 	 -8.200001 19.031284 6.300001 	 0.750000 19.031284 9.557258 	                    	                    	                    	                    	                    	
 -8.409996 18.936726 7.606662 	 -8.230000 18.936726 6.312438 	 0.750000 18.936726 9.597775 	                    	                    	                    	                    	                    	
 -8.419996 18.842169 7.629962 	 -8.260000 18.842169 6.324677 	 0.750000 18.842169 9.638093 	                    	                    	                    	                    	                    	
 -8.429996 18.747612 7.653062 	 -8.290001 18.747612 6.336715 	 0.750000 18.747612 9.678211 	                    	                    	                    	                    	                    	
 -8.439997 18.653053 7.675961 	 -8.320001 18.653053 6.348553 	 0.750000 18.653053 9.718128 	                    	                    	                    	                    	                    	
 -8.449996 18.558495 7.698661 	 -8.350000 18.558495 6.360190 	 0.750000 18.558495 9.757846 	                    	                    	                    	                    	                    	
 -8.459996 18.463938 7.721161 	 -8.380000 18.463938 6.371628 	 0.750000 18.463938 9.797364 	                    	                    	                    	                    	                    	
 -8.469996 18.369379 7.743461 	 -8.410001 18.369379 6.382866 	 0.750000 18.369379 9.836681 	                    	                    	                    	                    	                    	
 -8.479997 18.274822 7.765560 	 -8.440001 18.274822 6.393904 	 0.750000 18.274822 9.875799 	                    	                    	                    	                    	                    	
 -8.489996 18.180264 7.787460 	 -8.470000 18.180264 6.404742 	 0.750000 18.180264 9.914717 	                    	                    	                    	                    	                    	
 -8.499996 18.085705 7.809160 	 -8.500000 18.085705 6.415380 	 0.750000 18.085705 9.953435 	                    	                    	                    	                    	                    	
 -8.509996 17.991148 7.830659 	 -8.530001 17.991148 6.425818 	 0.750000 17.991148 9.991953 	                    	                    	                    	                    	                    	
 -8.519997 17.896591 7.851959 	 -8.560000 17.896591 6.436056 	 0.750000 17.896591 10.030271 	                    	                    	                    	                    	                    	
 -8.529996 17.802032 7.873058 	 -8.590000 17.802032 6.446094 	 0.750000 17.802032 10.068388 	                    	                    	                    	                    	                    	
 -8.539996 17.707474 7.893958 	 -8.620000 17.707474 6.455932 	 0.750000 17.707474 10.106306 	                    	                    	                    	                    	                    	
 -8.549996 17.612917 7.914658 	 -8.650001 17.612917 6.465570 	 0.750000 17.612917 10.144024 	                    	                    	                    	                    	                    	
 -8.559997 17.518360 7.935158 	 -8.680000 17.518360 6.475008 	 0.750000 17.518360 10.181541 	                    	                    	                    	                    	                    	
 -8.569996 17.423801 7.955457 	 -8.710000 17.423801 6.484246 	 0.750000 17.423801 10.218859 	                    	                    	                    	                    	                    	
 -8.579996 17.329243 7.975557 	 -8.740000 17.329243 6.493284 	 0.750000 17.329243 10.255977 	                    	                    	                    	                    	                    	
 -8.589996 17.234684 7.995457 	 -8.770000 17.234684 6.502122 	 0.750000 17.234684 10.292894 	                    	                    	                    	                    	                    	
 -8.599997 17.140127 8.015157 	 -8.800000 17.140127 6.510760 	 0.750000 17.140127 10.329613 	                    	                    	                    	                    	                    	
 -8.609996 17.045570 8.034657 	 -8.830000 17.045570 6.519198 	 0.750000 17.045570 10.366130 	                    	                    	                    	                    	                    	
 -8.619996 16.951012 8.053956 	 -8.860000 16.951012 6.527436 	 0.750000 16.951012 10.402448 	                    	                    	                    	                    	                    	
 -8.629996 16.856453 8.073055 	 -8.890000 16.856453 6.535474 	 0.750000 16.856453 10.438565 	                    	                    	                    	                    	                    	
 -8.639997 16.761896 8.091955 	 -8.920000 16.761896 6.543312 	 0.750000 16.761896 10.474483 	                    	                    	                    	                    	                    	
 -8.649996 16.667339 8.110655 	 -8.950000 16.667339 6.550950 	 0.750000 16.667339 10.510201 	                    	                    	                    	                    	                    	
 -8.659996 16.572781 8.129154 	 -8.980000 16.572781 6.558387 	 0.750000 16.572781 10.545719 	                    	                    	                    	                    	                    	
 -8.669996 16.478222 8.147454 	 -9.010000 16.478222 6.565626 	 0.750000 16.478222 10.581037 	                    	                    	                    	                    	                    	
 -8.679996 16.383663 8.165554 	 -9.040000 16.383663 6.572663 	 0.750000 16.383663 10.616155 	                    	                    	                    	                    	                    	
 -8.689996 16.289106 8.183454 	 -9.070000 16.289106 6.579501 	 0.750000 16.289106 10.651073 	                    	                    	                    	                    	                    	
 -8.699996 16.194550 8.201154 	 -9.099999 16.194550 6.586139 	 0.750000 16.194550 10.685790 	                    	                    	                    	                    	                    	
 -8.709996 16.099991 8.218653 	 -9.130000 16.099991 6.592577 	 0.750000 16.099991 10.720307 	                    	                    	                    	                    	                    	
 -8.719996 16.005432 8.235953 	 -9.160000 16.005432 6.598815 	 0.750000 16.005432 10.754625 	                    	                    	                    	                    	                    	
 -8.729996 15.910875 8.253053 	 -9.190000 15.910875 6.604853 	 0.750000 15.910875 10.788743 	                    	                    	                    	                    	                    	
 -8.739996 15.816318 8.269952 	 -9.219999 15.816318 6.610691 	 0.750000 15.816318 10.822660 	                    	                    	                    	                    	                    	
 -8.749996 15.721760 8.286652 	 -9.250000 15.721760 6.616329 	 0.750000 15.721760 10.856379 	                    	                    	                    	                    	                    	
 -8.759996 15.627201 8.303151 	 -9.280000 15.627201 6.621767 	 0.750000 15.627201 10.889896 	                    	                    	                    	                    	                    	
 -8.769996 15.532643 8.319451 	 -9.309999 15.532643 6.627005 	 0.750000 15.532643 10.923214 	                    	                    	                    	                    	                    	
 -8.779996 15.438086 8.335551 	 -9.339999 15.438086 6.632043 	 0.750000 15.438086 10.956332 	                    	                    	                    	                    	                    	
 -8.789996 15.343528 8.351451 	 -9.370000 15.343528 6.636881 	 0.750000 15.343528 10.989249 	                    	                    	                    	                    	                    	
 -8.799996 15.248970 8.367150 	 -9.400000 15.248970 6.641519 	 0.750000 15.248970 11.021968 	                    	                    	                    	                    	                    	
 -8.809996 15.154412 8.382650 	 -9.429999 15.154412 6.645957 	 0.750000 15.154412 11.054485 	                    	                    	                    	                    	                    	
 -8.819996 15.059855 8.397950 	 -9.459999 15.059855 6.650195 	 0.750000 15.059855 11.086803 	                    	                    	                    	                    	                    	
 -8.829996 14.965297 8.413050 	 -9.490000 14.965297 6.654233 	 0.750000 14.965297 11.118920 	                    	                    	                    	                    	                    	
 -8.839996 14.870739 8.427949 	 -9.520000 14.870739 6.658071 	 0.750000 14.870739 11.150838 	                    	                    	                    	                    	                    	
 -8.849996 14.776180 8.442649 	 -9.549999 14.776180 6.661709 	 0.750000 14.776180 11.182556 	                    	                    	                    	                    	                    	
 -8.859996 14.681623 8.457149 	 -9.579999 14.681623 6.665147 	 0.750000 14.681623 11.214074 	                    	                    	                    	                    	                    	
 -8.869996 14.587065 8.471448 	 -9.610000 14.587065 6.668385 	 0.750000 14.587065 11.245392 	                    	                    	                    	                    	                    	
 -8.879996 14.492507 8.485548 	 -9.639999 14.492507 6.671423 	 0.750000 14.492507 11.276509 	                    	                    	                    	                    	                    	
 -8.889996 14.397949 8.499448 	 -9.669999 14.397949 6.674261 	 0.750000 14.397949 11.307427 	                    	                    	                    	                    	                    	
 -8.899996 14.303391 8.513147 	 -9.699999 14.303391 6.676898 	 0.750000 14.303391 11.338145 	                    	                    	                    	                    	                    	
 -8.909996 14.208834 8.526648 	 -9.730000 14.208834 6.679337 	 0.750000 14.208834 11.368663 	                    	                    	                    	                    	                    	
 -8.919996 14.114276 8.539947 	 -9.759999 14.114276 6.681575 	 0.750000 14.114276 11.398980 	                    	                    	                    	                    	                    	
 -8.929996 14.019718 8.553046 	 -9.789999 14.019718 6.683612 	 0.750000 14.019718 11.429098 	                    	                    	                    	                    	                    	
 -8.939996 13.925159 8.565946 	 -9.819999 13.925159 6.685451 	 0.750000 13.925159 11.459016 	                    	                    	                    	                    	                    	
 -8.949996 13.830603 8.578646 	 -9.849999 13.830603 6.687088 	 0.750000 13.830603 11.488734 	                    	                    	                    	                    	                    	
 -8.959996 13.736044 8.591146 	 -9.879999 13.736044 6.688527 	 0.750000 13.736044 11.518251 	                    	                    	                    	                    	                    	
 -8.969995 13.641487 8.603445 	 -9.909999 13.641487 6.689764 	 0.750000 13.641487 11.547569 	                    	                    	                    	                    	                    	
 -8.979996 13.546928 8.615545 	 -9.939999 13.546928 6.690803 	 0.750000 13.546928 11.576687 	                    	                    	                    	                    	                    	
 -8.989996 13.452372 8.627444 	 -9.969999 13.452372 6.691640 	 0.750000 13.452372 11.605605 	                    	                    	                    	                    	                    	
 -8.999996 13.357813 8.639144 	 -9.999999 13.357813 6.692278 	 0.750000 13.357813 11.634322 	                    	                    	                    	                    	                    	
 -9.009995 13.263254 8.650644 	 -10.029999 13.263254 6.692717 	 0.750000 13.263254 11.662841 	                    	                    	                    	                    	                    	
 -9.019996 13.168697 8.661943 	 -10.059999 13.168697 6.692954 	 0.750000 13.168697 11.691158 	                    	                    	                    	                    	                    	
 -9.029996 13.074139 8.673043 	 -10.089999 13.074139 6.692992 	 0.750000 13.074139 11.719275 	                    	                    	                    	                    	                    	
 -9.039996 12.979582 8.683944 	 -10.119999 12.979582 6.692831 	 0.750000 12.979582 11.747193 	                    	                    	                    	                    	                    	
 -9.049995 12.885023 8.694643 	 -10.149999 12.885023 6.692468 	 0.750000 12.885023 11.774911 	                    	                    	                    	                    	                    	
 -9.059996 12.790466 8.705143 	 -10.179998 12.790466 6.691906 	 0.750000 12.790466 11.802429 	                    	                    	                    	                    	                    	
 -9.069996 12.695908 8.715443 	 -10.209999 12.695908 6.691144 	 0.750000 12.695908 11.829747 	                    	                    	                    	                    	                    	
 -9.079996 12.601351 8.725542 	 -10.239999 12.601351 6.690182 	 0.750000 12.601351 11.856865 	                    	                    	                    	                    	                    	
 -9.089995 12.506792 8.735442 	 -10.269999 12.506792 6.689020 	 0.750000 12.506792 11.883782 	                    	                    	                    	                    	                    	
 -9.099996 12.412233 8.745142 	 -10.299998 12.412233 6.687658 	 0.750000 12.412233 11.910501 	                    	                    	                    	                    	                    	
 -9.109996 12.317677 8.754642 	 -10.329999 12.317677 6.686096 	 0.750000 12.317677 11.937018 	                    	                    	                    	                    	                    	
 -9.119996 12.223118 8.763941 	 -10.359999 12.223118 6.684334 	 0.750000 12.223118 11.963336 	                    	                    	                    	                    	                    	
 -9.129995 12.128561 8.773041 	 -10.389998 12.128561 6.682372 	 0.750000 12.128561 11.989453 	                    	                    	                    	                    	                    	
 -9.139996 12.034002 8.781940 	 -10.419998 12.034002 6.680210 	 0.750000 12.034002 12.015371 	                    	                    	                    	                    	                    	
 -9.149996 11.939445 8.790640 	 -10.449999 11.939445 6.677848 	 0.750000 11.939445 12.041089 	                    	                    	                    	                    	                    	
 -9.159996 11.844887 8.799140 	 -10.479999 11.844887 6.675286 	 0.750000 11.844887 12.066607 	                    	                    	                    	                    	                    	
 -9.169995 11.750330 8.807440 	 -10.509998 11.750330 6.672524 	 0.750000 11.750330 12.091925 	                    	                    	                    	                    	                    	
 -9.179996 11.655771 8.815539 	 -10.539998 11.655771 6.669562 	 0.750000 11.655771 12.117043 	                    	                    	                    	                    	                    	
 -9.189996 11.561213 8.823439 	 -10.569999 11.561213 6.666400 	 0.750000 11.561213 12.141960 	                    	                    	                    	                    	                    	
